textDisplay,text_clean,text_processed,dominant_topic,sentiment_polarity,sentiment_label,likeCount
Sosial media beranda saya... Yang lewat akun akun provokasi massa semua. Kok aneh ya... Akun akun berita juga provokasi massa. Awal nya saya ikuti.. Karena banyak provokasi. Langsung saya batalkan mengikuti akun tersebut.,sosial media beranda akun akun provokasi massa aneh akun akun berita provokasi massa ikuti provokasi langsung batalkan mengikuti akun,sosial media beranda saya... yang lewat akun akun provokasi massa semua. kok aneh ya... akun akun berita juga provokasi massa. awal nya saya ikuti.. karena banyak provokasi. langsung saya batalkan mengikuti akun tersebut.,4,-1,Negatif,0
"Spill akun2 yang di sebut bang Ferry dong, gw ampe pake subtitle asking penasaran 😂",spill akun ferry ampe pake subtitle asking penasaran,"spill akun2 yang di sebut bang ferry dong, saya ampe pake subtitle asking penasaran 😂",1,-1,Negatif,0
Mulai hari ini kayanya darurat militer skala kecil udah di tetapin bg,kayanya darurat militer skala tetapin,mulai hari ini kayanya darurat militer skala kecil sudah di tetapin bg,2,0,Netral,0
tumben gak ada tulisan close the door di video nyaa,tumben tulisan close the door video nyaa,tumben tidak ada tulisan close the door di video nyaa,3,-1,Negatif,0
RESPECTTTT PROFESSORRRR BANG FERR ✊🏻✊🏻🔥🔥,respectttt professorrrr ferr,respectttt professorrrr bang ferr ✊🏻✊🏻🔥🔥,5,1,Positif,0
"Coba sampean denger cerita Eli Kohen yg yamar jadi warga siriah ,teryata agen mossad coba anda pelajari",coba sampean denger cerita eli kohen yamar warga siriah teryata agen mossad coba pelajari,"coba sampean denger cerita eli kohen yang yamar jadi warga siriah ,teryata agen mossad coba kamu pelajari",4,1,Positif,0
"WOYY FERRY, BANTU RAKYAT NURUNIN PAJAK TERUTAMA KULITI BEKAS BOS LU SRI MULYONO, MIKERR ASU",woyy ferry bantu rakyat nurunin pajak kuliti bekas bos sri mulyono mikerr asu,"woyy ferry, bantu rakyat nurunin pajak terutama kuliti bekas bos kamu sri mulyono, mikerr asu",4,1,Positif,0
OBSESI HALO DEK .akhirny menghasilkan polisi seperti ketujuh itu,obsesi halo dek akhirny menghasilkan polisi ketujuh,obsesi halo dek .akhirny menghasilkan polisi seperti ketujuh itu,4,-1,Negatif,0
Perpokatoya dpr metri dan jedral yang sudah merapok dan mejajah rakyat sediri. Di era raja tipu bbm naik pajak naik ujungya seluru uang rakyat di rapok kebutuhan hidup meroket,perpokatoya dpr metri jedral merapok mejajah rakyat sediri era raja tipu bbm pajak ujungya seluru uang rakyat rapok kebutuhan hidup meroket,perpokatoya dpr metri dan jedral yang sudah merapok dan mejajah rakyat sediri. di era raja tipu bbm naik pajak naik ujungya seluru uang rakyat di rapok kebutuhan hidup meroket,3,-1,Negatif,0
PSI PERLU DI WASPADAI PERGERAKAN NYA,psi waspadai pergerakan,psi perlu di waspadai pergerakan nya,4,0,Netral,0
bung ferry. tetaplah menjadi orang luar pemerintahan. karena tanpa adanya opisisi ibarat seperti ona***. tidak ada lawan jenis,ferry tetaplah orang pemerintahan opisisi ona lawan jenis,bung ferry. tetaplah menjadi orang luar pemerintahan. karena tanpa adanya opisisi ibarat seperti ona***. tidak ada lawan jenis,5,-1,Negatif,0
"Bang hati2 bang ,sehat2 bang, lawan kita itu bukan lawan biasa....",hati sehat lawan lawan,"bang hati2 bang ,sehat2 bang, lawan kita itu bukan lawan biasa....",5,1,Positif,0
Kudus damai sejahtera waras waras insyaallah,kudus damai sejahtera waras waras insyaa allah,kudus damai sejahtera waras waras insyaa allah,4,0,Netral,0
Sehat selalu ya Mas Ferry<br>Tuhan beserta mu selalu ❤,sehat ferry tuhan beserta,sehat selalu ya mas ferry tuhan beserta mu selalu ❤,5,1,Positif,0
Angkat Topi untuk El Professor,angkat topi professor,angkat topi untuk el professor,3,0,Netral,0
"AYOK TEMAN-TEMAN BEM SI, SERIKAT BURUH, OJEK ONLEN &amp; MASYARAKAT SEMUA KITA HENTIKAN AKSI² LANJUTAN, KITA BATALKAN DEMONSTRASI YANG AKAN DILAKUKAN!!!<br><br>STAY SAFE, BACK TO UR FAMILY GAEESS!!! 👋🏻",ayok teman teman bem serikat buruh ojek onlen amp masyarakat hentikan aksi lanjutan batalkan demonstrasi stay safe back family gaeess,"ayok teman-teman bem si, serikat buruh, ojek onlen &amp; masyarakat semua kita hentikan aksi² lanjutan, kita batalkan demonstrasi yang akan dilakukan!!! stay safe, back to ur family gaeess!!! 👋🏻",4,-1,Negatif,1
"alhmdulillah , semangat pejuang keadilan 💪❤",alhmdulillah semangat pejuang keadilan,"alhmdulillah , semangat pejuang keadilan 💪❤",5,1,Positif,0
"Panjang umur bang, kita butuh orang2 kaya elo ❤🔥",umur butuh orang kaya elo,"panjang umur bang, kita butuh orang2 kaya elo ❤🔥",4,1,Positif,0
"Gw sangat setuju jika rakyat turun ke jalan untuk menuntut keadilan n pertanggung jawaban Pemerintah atas setiap keputusan yg di buat pemerintah,tp w jg menghimbau buat temen2 untuk kepala dingin jangan terprovokasi oleh2 oknum2 yg ingin keadaan rusuh,n tolong jaga para pedagang, para driver ojol,para pekerja yang sedang mencari nafkah baik pribumi n keturunan untuk menjaga dagangan n usaha serta keselamatan mereka agar tidak menjadi korban oknum   yg tidak bertanggung jawab  untuk menfitnah temen2 yg bersuara dijalan agar mereka bisa menjalankan rencana yg bang Fery bilang yaitu &quot;Darurat Militer&quot;.Tetep kompak,saling jaga n saling menguatkan satu sama lain w dari pelosok selalu mendoa&#39;akan   n keselamatan untuk kita semua Amin.✊🇮🇩",setuju rakyat turun jalan menuntut keadilan pertanggung pemerintah keputusan pemerintah menghimbau temen kepala dingin terprovokasi oknum rusuh tolong jaga pedagang driver ojol pekerja mencari nafkah pribumi keturunan menjaga dagangan usaha keselamatan korban oknum bertanggung menfitnah temen bersuara dijalan menjalankan rencana fery bilang quot darurat militer quot tetep kompak jaga menguatkan pelosok mendoa keselamatan aamiin,"saya sangat setuju jika rakyat turun ke jalan untuk menuntut keadilan dan pertanggung jawaban pemerintah atas setiap keputusan yang di buat pemerintah,tp saya juga menghimbau buat temen2 untuk kepala dingin jangan terprovokasi oleh2 oknum2 yang ingin keadaan rusuh,n tolong jaga para pedagang, para driver ojol,para pekerja yang sedang mencari nafkah baik pribumi dan keturunan untuk menjaga dagangan dan usaha serta keselamatan mereka agar tidak menjadi korban oknum yang tidak bertanggung jawab untuk menfitnah temen2 yang bersuara dijalan agar mereka bisa menjalankan rencana yang bang fery bilang yaitu &quot;darurat militer&quot;.tetep kompak,saling jaga dan saling menguatkan satu sama lain saya dari pelosok selalu mendoa&39;akan dan keselamatan untuk kita semua amin.✊🇮🇩",2,-1,Negatif,0
Polisi WAJIB S1😂😂,polisi wajib,polisi wajib s1😂😂,2,0,Netral,0
"STABILKAN SANDANG PANGAN agar ekonomi kerakyatan berputar....<br><br>ALHAMDULILAH PEJABAT DPR MPR sebagian sudah d pecat....<br><br>turunkan pajak...tingkatkan pendapatan masyarakat mandiri...<br><br>JADILAH PEMIMPIN BIJAKSANA DENGAN RASA,BUKAN MENGEDAPANKAN AROGANSI KEKUASAAN 🇮🇩🇮🇩🇮🇩🇮🇩🔥🔥🔥🔥🔥🔥🇮🇩🇮🇩🇮🇩🇮🇩",stabilkan sandang pangan ekonomi kerakyatan berputar alhamdulilah pejabat dpr mpr pecat turunkan pajak tingkatkan pendapatan masyarakat mandiri pemimpin bijaksana mengedapankan arogansi kekuasaan,"stabilkan sandang pangan agar ekonomi kerakyatan berputar.... alhamdulilah pejabat dpr mpr sebagian sudah di pecat.... turunkan pajak...tingkatkan pendapatan masyarakat mandiri... jadilah pemimpin bijaksana dengan rasa,bukan mengedapankan arogansi kekuasaan 🇮🇩🇮🇩🇮🇩🇮🇩🔥🔥🔥🔥🔥🔥🇮🇩🇮🇩🇮🇩🇮🇩",2,1,Positif,1
NGERIIIIIIIIIIIII,ngeriiiiiiiiiiiii,ngeriiiiiiiiiiiii,4,-1,Negatif,0
apakah anda setuju bahwa semua ini adalah salah satu manifestasi orang yahudi?,setuju salah manifestasi orang yahudi,apakah kamu setuju bahwa semua ini adalah salah satu manifestasi orang yahudi?,4,-1,Negatif,0
Semoga senantiasa dalam Lindungan Tuhan bung Fery 🙏🙏,semoga senantiasa lindungan tuhan fery,semoga senantiasa dalam lindungan tuhan bung fery 🙏🙏,5,1,Positif,0
Siapa orangnya bg.. Spill sekarang,orangnya spill,siapa orangnya bg.. spill sekarang,2,-1,Negatif,0
lah iya kmren gw liat halo deck masih bocil bngt bjir 😅,iya kmren lihat halo deck bocil bngt bjir,lah iya kmren saya lihat halo deck masih bocil bngt bjir 😅,4,-1,Negatif,0
"Bang, demo hari ini di bekasi massa nya seperti anak2 geng motor dah. Seperti kelompok cuma buat huru hara gitu.",demo bekasi massa anak geng motor dah kelompok huru hara,"bang, demo hari ini di bekasi massa nya seperti anak2 geng motor dah. seperti kelompok hanya buat huru hara gitu.",1,-1,Negatif,0
"Kak, jgn dukung Timothy lg",kak dukung timothy,"kak, jangan dukung timothy lagi",5,-1,Negatif,0
Udah gw duga sejak awal sih pas demo 25 Agustus pasti emang gini<br>Kocak negara kita isinya drama,duga pas demo agustus emang gini kocak negara isinya drama,sudah saya duga sejak awal sih pas demo 25 agustus pasti emang gini kocak negara kita isinya drama,2,1,Positif,0
Selalu sehat bang ferry.... teruslah memberi  edukasi kepada kami ❤❤❤❤,sehat ferry teruslah edukasi,selalu sehat bang ferry.... teruslah memberi edukasi kepada kami ❤❤❤❤,5,1,Positif,0
"Bang, selalu hati” yah. We love and proud with you. Kita pengen bang fer sllu dilindungi Allah dn d beri keselamatan utk bs trus membimbing kami dalam berjuang.",hati yah love proud with you pengen fer sllu dilindungi allah keselamatan trus membimbing berjuang,"bang, selalu hati” yah. we love dan proud with you. kita pengen bang fer sllu dilindungi allah dan di beri keselamatan untuk bisa trus membimbing kami dalam berjuang.",5,1,Positif,1
Saya sebagai orang tua menghibau pendemo cepat instropeksi diri sadarlah kita itu di jadikan tameng untuk meledakan kekacauan .Pulanglah kalian amakku klu kalau kacau yang akan susah ekonominya yaitu kita juga rakyat kecil .,orang tua menghibau pendemo cepat instropeksi sadarlah jadikan tameng meledakan kekacauan pulanglah amakku kacau susah ekonominya rakyat,saya sebagai orang tua menghibau pendemo cepat instropeksi diri sadarlah kita itu di jadikan tameng untuk meledakan kekacauan .pulanglah kalian amakku kalau kalau kacau yang akan susah ekonominya yaitu kita juga rakyat kecil .,2,-1,Negatif,0
KEREN BUNG FERRY,keren ferry,keren bung ferry,5,1,Positif,0
"Ternyata yg bakar2 fasum fasos adalah preman2 suruhan dan professional. Yg asal ya aman dipancing2 oleh paham tertentu supaya brutal. Sengaja, ini ormas2 dan orang2 dalam Indonesia, bukan orang asing lagi. Supaya militer dijalankan. Kayak kita bodoh saja. Negara yg rusak dari dalam.<br><br>Sengaja tidak boleh di expose supaya tidak terlihat preman2 bayaran ini. Komdigi juga terlibat, semua boneka disetir. Pemerintah apa ini?<br><br>Yg dikirim polisi2 masih muda, yg pengalaman sudah gendut2 berkorupsi, banyak persenan.<br><br>Presiden dan Ketua DPR masih belum memenuhi yg diminta rakyat selain DPR  saja. Ketakutan UU perampasan aset dan hukum mati koruptor. Tapi rakyat saja dibunuh. <br><br>Ayo fokus dan kerjasama lagi.",bakar fasum fasos preman suruhan professional aman dipancing paham brutal sengaja ormas orang indonesia orang asing militer dijalankan bodoh negara rusak sengaja expose preman bayaran komdigi terlibat boneka disetir pemerintah dikirim polisi muda pengalaman gendut berkorupsi persenan presiden ketua dpr memenuhi rakyat dpr ketakutan perampasan aset hukum mati koruptor rakyat dibunuh ayo fokus kerjasama,"ternyata yang bakar2 fasum fasos adalah preman2 suruhan dan professional. yang asal ya aman dipancing2 oleh paham tertentu supaya brutal. sengaja, ini ormas2 dan orang2 dalam indonesia, bukan orang asing lagi. supaya militer dijalankan. seperti kita bodoh saja. negara yang rusak dari dalam. sengaja tidak boleh di expose supaya tidak terlihat preman2 bayaran ini. komdigi juga terlibat, semua boneka disetir. pemerintah apa ini? yang dikirim polisi2 masih muda, yang pengalaman sudah gendut2 berkorupsi, banyak persenan. presiden dan ketua dpr masih belum memenuhi yang diminta rakyat selain dpr saja. ketakutan uu perampasan aset dan hukum mati koruptor. tapi rakyat saja dibunuh. ayo fokus dan kerjasama lagi.",2,-1,Negatif,0
Bang gimana tanggapan bang Fendy museum sampe dijarah?,gimana tanggapan fendy museum sampe dijarah,bang gimana tanggapan bang fendy museum sampe dijarah?,1,-1,Negatif,0
"Dr kmren gw udah komen d mna2 klo yg pke bendera one piece d blkng nma akun ada angka nya itu rata2 buzzer cz dmna2 komennya profokatif dan out of topic tp Mlah gua yg abis d hujat d bilang buzzer,, d bilang SDM rendah mah ngmuk tp d giring gmpng bgt ky bebek!!",kmren komen mna pke bendera one piece blkng nma akun angka buzzer dmna komennya profokatif out topic mlah abis hujat bilang buzzer bilang sdm rendah mah ngmuk giring gmpng bebek,"dari kmren saya sudah komen di mna2 kalau yang pke bendera one piece di blkng nma akun ada angka nya itu rata2 buzzer cz dmna2 komennya profokatif dan out of topic tp mlah saya yang abis di hujat di bilang buzzer,, di bilang sdm rendah mah ngmuk tp di giring gmpng sangat ky bebek!!",1,-1,Negatif,0
"Terima kasih Bang atas pencerahannya.<br>Kita harus saling mengingatkan, jangan mudah di propokasi untuk demo anarkis, merusak, karena yang mereka harapkan supaya timbul kekacauan.<br>Mereka akan memanfaatkan situasi tsb.<br>Kita hanya di jadikan tumbal untuk jebakan mereka.",terima kasih pencerahannya mudah propokasi demo anarkis merusak harapkan timbul kekacauan memanfaatkan situasi tsb jadikan tumbal jebakan,"terima kasih bang atas pencerahannya. kita harus saling mengingatkan, jangan mudah di propokasi untuk demo anarkis, merusak, karena yang mereka harapkan supaya timbul kekacauan. mereka akan memanfaatkan situasi tsb. kita hanya di jadikan tumbal untuk jebakan mereka.",4,-1,Negatif,0
bang klo tentang demo di bandara itu bener gak sih bisa menganggu semuanya???,demo bandara bener menganggu,bang kalau tentang demo di bandara itu bener tidak sih bisa menganggu semuanya???,4,-1,Negatif,0
Wajib dan sangat wajib trending.,wajib wajib trending,wajib dan sangat wajib trending.,3,1,Positif,0
TANGKAP JOKOWI!,tangkap jokowi,tangkap jokowi!,1,-1,Negatif,0
"MINTA TOLONG  YANG DEKAT DENGAN ABANG FERY DAN KAWAN&quot; JAGA MEREKA, SUNGGUH PERJUANGAN INI SANGAT BERAT DAN BERESIKO, SEMOGA TUHAN SENANTIASA MELINDUNGI🤲 SEHAT SEHAT SEMUANYA RAKYAT INDONESIA",tolong abang fery kawan quot jaga sungguh perjuangan berat beresiko semoga tuhan senantiasa melindungi sehat sehat rakyat indonesia,"minta tolong yang dekat dengan abang fery dan kawan&quot; jaga mereka, sungguh perjuangan ini sangat berat dan beresiko, semoga tuhan senantiasa melindungi🤲 sehat sehat semuanya rakyat indonesia",5,1,Positif,160
cuna ngomong gitu doang apa bahayanya. GK ngungkap siapa siapa,cuna ngomong doang bahayanya ngungkap,cuna ngomong begitu doang apa bahayanya. tidak ngungkap siapa siapa,1,-1,Negatif,1
"Samperin, Ajarin mbah, biar sesuai dengan keinginan simbah 😊@juanho1946",samperin ajarin mbah biar sesuai simbah,"samperin, ajarin mbah, biar sesuai dengan keinginan simbah 😊",2,1,Positif,0
"Tau gw juga heran, apa siy esensi nya, kalo cuma jaga sekeliling dari anarkis, normatif aja kok,,",tau heran siy esensi jaga sekeliling anarkis normatif,"tau saya juga heran, apa siy esensi nya, kalau hanya jaga sekeliling dari anarkis, normatif saja kok,,",1,-1,Negatif,1
"@juanho1946 Semua WNI tau lah Amerika ada di belakang ini. Kemana SBY yg teriak2 matahari kembar? Belum genap 8 bulan wowo jadi presiden, wowo nyaris kolaps. Prabowo gak pernah jadi pejabat publik terus di suruh lepas dari bimbingan, ketika Amerika gebukin Wowo, siapa yg bantu? Megawati? SBY? AHY? Refly Harun, Rocky Gerung dsb?",wni tau amerika kemana sby teriak matahari kembar genap wowo presiden wowo kolaps prabowo pejabat publik suruh lepas bimbingan amerika gebukin wowo bantu megawati sby ahy refly harun rocky gerung dsb,"semua wni tau lah amerika ada di belakang ini. kemana sby yang teriak2 matahari kembar? belum genap 8 bulan wowo jadi presiden, wowo nyaris kolaps. prabowo tidak pernah jadi pejabat publik terus di suruh lepas dari bimbingan, ketika amerika gebukin wowo, siapa yang bantu? megawati? sby? ahy? refly harun, rocky gerung dsb?",2,-1,Negatif,0
Ferri buzzer 😂😂,ferri buzzer,ferri buzzer 😂😂,5,-1,Negatif,2
"bagi bagi otak lah bang, cerdas bener dah",otak cerdas bener dah,"bagi bagi otak lah bang, cerdas bener dah",1,-1,Negatif,0
Satu dari ratusan teori konspirasi yg beredar tapi lumayan keren ....makes sense !!!😊,ratusan teori konspirasi beredar lumayan keren makes sense,satu dari ratusan teori konspirasi yang beredar tapi lumayan keren ....makes sense !!!😊,1,1,Positif,0
"Sehat2 ya Bang Fer, Allah bersama orang baik",sehat fer allah orang,"sehat2 ya bang fer, allah bersama orang baik",5,1,Positif,0
Semoga negara terhindar dari situasi Myanmar,semoga negara terhindar situasi myanmar,semoga negara terhindar dari situasi myanmar,2,0,Netral,0
kira kira siapa ya dalang dibalik demo ini wkw,dalang dibalik demo wkw,kira kira siapa ya dalang dibalik demo ini wkw,3,-1,Negatif,0
"crowd-mind vs individual-mind, ini harus di-pelajari kawan..",crowd mind individual mind pelajari kawan,"crowd-mind vs individual-mind, ini harus di-pelajari kawan..",3,-1,Negatif,0
Terima kasih... Bang feri .. Terus bersuara.. Untuk negri ini?,terima kasih feri bersuara negri,terima kasih... bang feri .. terus bersuara.. untuk negri ini?,5,1,Positif,0
"Terima kasih bg ❤ semoga kekacauan yang hampir selelesai ini membuat kita belajar dan dengan rendah hati saling evaluasi diri saling rangkul saling jemput untuk indonesia yang lebih maju dan damai untuk di tinggali, lekas sembuh negaraku tercinta 🌱❤",terima kasih semoga kekacauan selelesai belajar rendah hati evaluasi rangkul jemput indonesia maju damai tinggali lekas sembuh negaraku tercinta,"terima kasih bg ❤ semoga kekacauan yang hampir selelesai ini membuat kita belajar dan dengan rendah hati saling evaluasi diri saling rangkul saling jemput untuk indonesia yang lebih maju dan damai untuk di tinggali, lekas sembuh negaraku tercinta 🌱❤",5,1,Positif,1
"Keterangan pers Prabowo istana merdeka, 31 Agustus 2025",keterangan pers prabowo istana merdeka agustus,"keterangan pers prabowo istana merdeka, 31 agustus 2025",2,0,Netral,0
"Eko kalau mau selamat kemarin sewaktu meminta maaf langsung ngomong bilang langsung akan mundur dari parlemen &amp; langsung organizing merelakan barang2 mewahnya dilelang dan hasilnya didonasikan untuk masyarakat setempat, sekolah2 nehri setemoat, charities, apa kek gitu jadi warga tau loe ada niat baik.",eko selamat kemarin maaf langsung ngomong bilang langsung mundur parlemen amp langsung organizing merelakan barang mewahnya dilelang hasilnya didonasikan masyarakat sekolah nehri setemoat charities kek warga tau niat,"eko kalau mau selamat kemarin sewaktu meminta maaf langsung ngomong bilang langsung akan mundur dari parlemen &amp; langsung organizing merelakan barang2 mewahnya dilelang dan hasilnya didonasikan untuk masyarakat setempat, sekolah2 nehri setemoat, charities, apa kek begitu jadi warga tau kamu ada niat baik.",4,-1,Negatif,0
Perhatiin guys setiap daerah yang di demo ada tulisan ACAB 1213 ini apa ya,perhatiin guys daerah demo tulisan acab,perhatiin guys setiap daerah yang di demo ada tulisan acab 1213 ini apa ya,4,-1,Negatif,0
Di beberapa kepolisian memng yg muda2 yg baru. Yg d tugaskan,kepolisian memng muda tugaskan,di beberapa kepolisian memng yang muda2 yang baru. yang di tugaskan,4,0,Netral,0
Baru2 Ini Banyak Org Yg Korup Di Tanggkap KPK.Harus Nya Yg Demo Masuk Ke Rmh Para Korupsi..itu Lebih Baik.Menurut Gw🙏,orang korup tanggkap kpk demo masuk rumah korupsi,baru2 ini banyak orang yang korup di tanggkap kpk.harus nya yang demo masuk ke rumah para korupsi..itu lebih baik.menurut gw🙏,4,1,Positif,1
Siapa yg di untungkan? Kalo darurat militer,untungkan darurat militer,siapa yang di untungkan? kalau darurat militer,2,-1,Negatif,0
"Elite2 yg memegang kekuasaan tertinggi , jika darurat militer terjadi banyak hal mengerikan akan terjadi , misal rasisme terhadap etnis tertentu, penyalahgunaan senjata untuk melenyapkan orang2 tanpa adanya proses hukum dengan alasan keamanan negara , mereka yg di atas akan punya kekuasaan penuh terhadap negara",elite memegang kekuasaan tertinggi darurat militer mengerikan rasisme etnis penyalahgunaan senjata melenyapkan orang proses hukum alasan keamanan negara kekuasaan penuh negara,"elite2 yang memegang kekuasaan tertinggi , jika darurat militer terjadi banyak hal mengerikan akan terjadi , misal rasisme terhadap etnis tertentu, penyalahgunaan senjata untuk melenyapkan orang2 tanpa adanya proses hukum dengan alasan keamanan negara , mereka yang di atas akan punya kekuasaan penuh terhadap negara",2,-1,Negatif,1
Semoga cepat sembuh lah negara korang ya.. <br>salam peace dari 🇲🇾🫶🏼🫱🏼‍🫲🏽..,semoga cepat sembuh negara korang salam peace,semoga cepat sembuh lah negara korang ya.. salam peace dari 🇲🇾🫶🏼🫱🏼‍🫲🏽..,5,1,Positif,0
Semangat bang untuk selalu bersuara <br>Kamii satu indonesia mendukung <br>Semogan bang ferry selalu dlam lindungan tuhan,semangat bersuara kamii indonesia mendukung semogan ferry dlam lindungan tuhan,semangat bang untuk selalu bersuara kamii satu indonesia mendukung semogan bang ferry selalu dlam lindungan tuhan,5,1,Positif,0
"Rasanya sulit pemeritahan akan menulusuri biang keladinya siapa, jadi silahkan aja bang atau temen temen yang tau langsunh aja spill. Rasanya kita kita sebagai rakyat lebih mampu daripada pejabat pejabat katro disana",sulit pemeritahan menulusuri biang keladinya silahkan temen temen tau langsunh spill rakyat pejabat pejabat katro disana,"rasanya sulit pemeritahan akan menulusuri biang keladinya siapa, jadi silahkan saja bang atau temen temen yang tau langsunh saja spill. rasanya kita kita sebagai rakyat lebih mampu daripada pejabat pejabat katro disana",2,-1,Negatif,0
"Ngonten terus bang sadar, samperin lah kesana wakilin suara lu suara rakyat apakah bakal terjadi perubahan?",ngonten sadar samperin kesana wakilin suara suara rakyat perubahan,"ngonten terus bang sadar, samperin lah kesana wakilin suara kamu suara rakyat apakah bakal terjadi perubahan?",5,-1,Negatif,0
Dia dilapangan trus,dilapangan trus,dia dilapangan trus,1,-1,Negatif,0
Tekarok007 ini akun yang dulu mati matian membela fufufafa bukan gibran,tekarok akun mati matian membela fufufafa gibran,tekarok007 ini akun yang dulu mati matian membela fufufafa bukan gibran,4,-1,Negatif,0
"ganti lah, kurang rame viewsnya",ganti rame viewsnya,"ganti lah, kurang rame viewsnya",1,-1,Negatif,0
"Anehnya di kampung&quot; itu GK ada tuh profokasi&quot; demo pertanyaannya itu orang&quot; dari mana yg anarkis yh,,kita orang kampung bingung tiba&quot; ada demo yg sangat mengerikan itu,,,,",anehnya kampung quot tuh profokasi quot demo pertanyaannya orang quot anarkis orang kampung bingung quot demo mengerikan,"anehnya di kampung&quot; itu tidak ada tuh profokasi&quot; demo pertanyaannya itu orang&quot; dari mana yang anarkis yh,,kita orang kampung bingung tiba&quot; ada demo yang sangat mengerikan itu,,,,",4,-1,Negatif,0
superr.. jangan mau jadi anggota partai dan anggota dewan ya bro..,superr anggota partai anggota dewan,superr.. jangan mau jadi anggota partai dan anggota dewan ya bro..,4,-1,Negatif,1
"dari tutur bahasa abang , kayaknya latar belakang mreka militer atau peran besar di ke militeran. atau jangan jangann….. ah merinding anjir",bahasa abang kayaknya latar mreka militer peran militeran jangann merinding anjir,"dari tutur bahasa abang , kayaknya latar belakang mreka militer atau peran besar di ke militeran. atau jangan jangann….. ah merinding anjir",2,-1,Negatif,0
Banyak okmun yg jd pendemo,okmun pendemo,banyak okmun yang jadi pendemo,2,-1,Negatif,0
"Masuk diakal BG,... Tetap semangat cerdas kan rakyat BG....",masuk diakal semangat cerdas rakyat,"masuk diakal bg,... tetap semangat cerdas kan rakyat bg....",5,1,Positif,0
yg sudah2 bila demo secara tertib ga akan didengar...kekuasaan rejim jokowi langgeng sampai 10 tahun dan bisa membuat anak dan menantu menjabat itu semua karena ada andil dari anggota DPR...selama ini dpr tutup mata akan bertambahnya pengganguran dan kemiskinan...,demo tertib didengar kekuasaan rejim jokowi langgeng anak menantu menjabat andil anggota dpr dpr tutup mata bertambahnya pengganguran kemiskinan,yang sudah2 bila demo secara tertib tidak akan didengar...kekuasaan rejim jokowi langgeng sampai 10 tahun dan bisa membuat anak dan menantu menjabat itu semua karena ada andil dari anggota dpr...selama ini dpr tutup mata akan bertambahnya pengganguran dan kemiskinan...,4,1,Positif,0
FERYY D DRAGON,feryy dragon,feryy di dragon,5,0,Netral,0
"Entah kenapa, saya jijik lihat orang ini. Entahlah😂😂😂😂",jijik lihat orang,"entah kenapa, saya jijik lihat orang ini. entahlah😂😂😂😂",4,-1,Negatif,1
"Terima kasih bang Ferry dan yang paling penting jaga persatuan di lingkungan kita sendiri jangan sampai ada penyusup yg mau memprovokasi, buat pemerintah copot Mentri keuangan dan menteri menteri nya termul dan juga copot kapolri karena dia yang paling bertanggung jawab",terima kasih ferry jaga persatuan lingkungan penyusup memprovokasi pemerintah copot menteri keuangan menteri menteri termul copot kapolri bertanggung,"terima kasih bang ferry dan yang paling penting jaga persatuan di lingkungan kita sendiri jangan sampai ada penyusup yang mau memprovokasi, buat pemerintah copot menteri keuangan dan menteri menteri nya termul dan juga copot kapolri karena dia yang paling bertanggung jawab",5,1,Positif,0
Ketika rakyat bisa kordinasi lebih bagus dari pemerintah 😂,rakyat kordinasi bagus pemerintah,ketika rakyat bisa kordinasi lebih bagus dari pemerintah 😂,2,1,Positif,0
"Dengan penarikan pajak gila gilaan, tanpa ada pihak&quot; pendorong demo masyarakat pun tau apa yg harus diperbuat.",penarikan pajak gila gilaan quot pendorong demo masyarakat tau,"dengan penarikan pajak gila gilaan, tanpa ada pihak&quot; pendorong demo masyarakat pun tau apa yang harus diperbuat.",4,-1,Negatif,0
"Aamiin, semoga doa terbaik untuk negeri tercinta ini segera terwujud❤",aamiin semoga doa terbaik negeri tercinta terwujud,"aamiin, semoga doa terbaik untuk negeri tercinta ini segera terwujud❤",5,1,Positif,0
"Thanks bro for enlighting us, we will support you",thanks for enlighting will dukung you,"thanks bro for enlighting us, we will dukung you",3,1,Positif,0
"Jangan sampai darurat militer , ayo kita sebagai gen z harus lebih cerdas dalam berfikir , semoga kita bisa terus memperjuangkan negara ini ke arah yg lebih maju dan lebih baik untuk kita tinggali.",darurat militer ayo gen cerdas berfikir semoga memperjuangkan negara arah maju tinggali,"jangan sampai darurat militer , ayo kita sebagai gen z harus lebih cerdas dalam berfikir , semoga kita bisa terus memperjuangkan negara ini ke arah yang lebih maju dan lebih baik untuk kita tinggali.",5,1,Positif,0
Update wartawan tvOne Leo Candra sangat gw tunggu,update wartawan tvone leo candra tunggu,update wartawan tvone leo candra sangat saya tunggu,1,0,Netral,0
Bang bahas mslah RIZA CHALID dan GENG SOLO,bahas mslah riza chalid geng solo,bang bahas mslah riza chalid dan geng solo,1,0,Netral,0
Kami menunggu laporan dari masyarakat,menunggu laporan masyarakat,kami menunggu laporan dari masyarakat,4,0,Netral,0
Undang gue bang di grup lu biar gue bisa forward ke rekan2 yg berjuang,undang grup biar forward rekan berjuang,undang saya bang di grup kamu biar saya bisa forward ke rekan2 yang berjuang,5,-1,Negatif,0
"Ya kali bang politik muslim SE receh itu, tidak semudah itu",kali politik muslim receh semudah,"ya kali bang politik muslim se receh itu, tidak semudah itu",2,-1,Negatif,0
respect profesor,respect profesor,respect profesor,4,-1,Negatif,0
