publishedAt,authorDisplayName,textDisplay,likeCount,text_clean,dominant_topic,topic_probability
2025-08-31T13:34:56Z,@SusieDuniabaru,"Di daerah2 kabupaten Yang menyerang gedung DPRD adalah orang2 asing Dari luar daerah yg satupun tidak dikenal,,",0,daerah kabupaten menyerang gedung dprd orang asing daerah satupun dikenal,4,0.42272735
2025-08-31T14:03:01Z,@NadyaIva-md3ej,"Betul, masa ga bisa bedakan gedung DPRD sama hotel Pullman.",0,bedakan gedung dprd hotel pullman,4,0.36612964
2025-08-31T13:34:48Z,@kadal12378,Kalo menurutku  demo kali ini  seperti ada campur tangan Mulyono dan pendukung nya seperti memberikan kesan Prabowo gagal mimpin negara dan menyarankan Prabowo mundur dari jabatannya dan nanti yg akan  diusung jadi presiden ya wakilnya Gibran,0,menurutku demo kali campur tangan mulyono pendukung kesan prabowo gagal mimpin negara menyarankan prabowo mundur jabatannya diusung presiden wakilnya gibran,2,0.29682684
2025-08-31T13:34:46Z,@arsyhidayatjr.5384,"DEMO BOLEH, TAPI JANGAN ANARKIS🙏",1,demo anarkis,4,0.36614877
2025-08-31T13:34:34Z,@jeyyyjy,sayang nya mereka ga nampung ini bang 🙏,0,sayang nampung,2,0.29917112
2025-08-31T13:34:28Z,@rahmatbayuyudistira3935,the rill masyarakat baru adalah era ferry irwandy🔥 gw berharap banyak ke lu bang. sehat selalu lu anjg jangan mati.  gw berharap ke lu bang 🙏,0,the rill masyarakat era ferry irwandy berharap sehat anjg mati berharap,3,0.3465049
2025-08-31T13:34:26Z,@themask8841,Suka kalo bang feri udah speak up 🫡🫡,0,suka feri speak,3,0.26856947
2025-08-31T13:34:15Z,@abdurrahman222,"DAMN!! Thank You mas Fer, sehat sehat untuk mu dan keluarga!",0,damn thank you fer sehat sehat keluarga,5,0.33328792
2025-08-31T13:33:54Z,@mhmdRenggi,"Mau nangis gw bang, thank u❤",1,nangis thank,5,0.27192432
2025-08-31T13:33:48Z,@RakanPratama-uo2fx,Bang tolong tahan demo  1 Minggu untuk recovery,0,tolong tahan demo minggu recovery,2,0.30702147
2025-08-31T13:33:47Z,@AhmadKhaleedFromIndonesia,"Apresiatif sama anda bang.<br>Sehat, panjang umur bang<br><br>Salam hormat bang",0,apresiatif sehat umur salam hormat,5,0.30720866
2025-08-31T13:34:49Z,@AhmadKhaleedFromIndonesia,Sama kurangi rokok bang,0,kurangi rokok,4,0.22445367
2025-08-31T13:33:33Z,@BangSat-kv3dl,Bang fer anda lebih cerdas &amp; lebih memahami rakyat di bandingkan para dewan.,0,fer cerdas amp memahami rakyat bandingkan dewan,2,0.31269404
2025-08-31T13:33:28Z,@sriagustina5065,"God Bless u, God Bless NKRI, amen 🙏🏻🌹",0,god bless god bless nkri amen,3,0.3735189
2025-08-31T13:33:20Z,@milize681,"skenarion paling buruk agar &#39;pihak&#39; ini mencapai tujuan, dan yg kutakutkan , hilangnya Ferry Irwandi",0,skenarion buruk mencapai tujuan kutakutkan hilangnya ferry irwandi,5,0.400218
2025-08-31T13:33:12Z,@Mulukiahrisda,Up ini kesemua orang saudara² kitaaa🥺,0,kesemua orang saudara kitaaa,5,0.2723501
2025-08-31T13:33:10Z,@goodproyek3965,"tp td presiden prabowo ga keluarin darurat militer tuh bang, malah buka dialog sama tindak tegas anarkis. klo penjarahan rmh pribadi, pengrusakan fasiitas n gedung cagar alam sampe ada korban kebakaran.itu emang org2 yg cm mau onar bang.yg jarah ama rusak rata2 belasan tahun n msh muda2 mrk cm mau rasain gmn anarkis. hrs tindak tegas bang",1,presiden prabowo keluarin darurat militer tuh buka dialog tindak anarkis penjarahan rumah pribadi pengrusakan fasiitas gedung cagar alam sampe korban kebakaran emang orang onar jarah ama rusak belasan msh muda mrk rasain gmn anarkis tindak,4,0.35938838
2025-08-31T13:32:38Z,@pranadika7793,akhirnya indonesia tercerdaskan,0,indonesia tercerdaskan,4,0.2743582
2025-08-31T13:32:31Z,@danhikupluk9927,"Akumulasi kekecewaan rakyat terhadap kinerja polri selama ini,akhirnya diluapkan sekarang berbarengan dengan kekecewaan terhadap anggota dpr",0,akumulasi kekecewaan rakyat kinerja polri diluapkan berbarengan kekecewaan anggota dpr,2,0.4114047
2025-08-31T13:32:25Z,@seaunagi3072,"Bang makasih ya bang, sudah membantu membuka mata dan pikiran banyak orang. Sehat dan stay safe bang. Indonesia butuh orang kek lu bang.",0,makasih membantu membuka mata pikiran orang sehat stay safe indonesia butuh orang kek,5,0.49755692
2025-08-31T13:32:05Z,@NamaPerusahaan-sn6xc,"kata influencer investor: &quot;Lu itu buzzer bang, sok sok an independent padahal kan lu dapet duit dari close the door, kalo lu memang bener2 independent dan kritis sama pemerintah. ya lu jangan gabung sama close the door&quot;",0,influencer investor quot buzzer sok sok independent dapet duit close the door bener independent kritis pemerintah gabung close the door quot,3,0.2944454
2025-08-31T13:41:27Z,@ridhoramadhanismet4703,Bro gw dapet 8T buat doxing lu,0,dapet doxing,5,0.299654
2025-08-31T13:31:51Z,@shemphakerrumbay,"Pemicu Utama pertama adalah adanya Abolisi dan Amnesti yang rakyat sudah tak percaya pada pemerintah karena maling ayam tetap aja di penjara…, kedua gaji tunjangan dpr naik dan gilanya bebas pajak alias di tanggung negara padahal gaji rakyat susah naik tapi tetap di pajeki…, ketiga tidak adanya empati DPR naik gaji eee joget2 pula, ke empat… tak bermoralnya ucapan para DPR yang mengatakan rakyat TOLOL… inilah titik klimaks rakyat marah dan tak percaya dengan pemerintah dan dpr… kuncinya sahkan RUU Perampasan Aset danjadikan Gaji DPR sesuai dengan UMR/UMP",0,pemicu utama abolisi amnesti rakyat percaya pemerintah maling ayam penjara gaji tunjangan dpr gilanya bebas pajak alias tanggung negara gaji rakyat susah pajeki ketiga empati dpr gaji eee joget bermoralnya ucapan dpr rakyat tolol titik klimaks rakyat marah percaya pemerintah dpr kuncinya sahkan ruu perampasan aset danjadikan gaji dpr sesuai umr ump,4,0.3406786
2025-08-31T13:31:42Z,@peotlareangon726,Terima kasih.,0,terima kasih,5,0.36368936
2025-08-31T13:31:33Z,@haniffirmansyah7790,"Menurut saya, kerusuhan ini dari awal ngga dibarengi dengan turunnya instansi yg dianggap bermasalah oleh rakyat.. Seperti legislatif dan yudikatif.. Katakanlah DPR dan kepolisian.. Seharusnya para pejabat DPR dan pejabat kepolisian.. Harusnya berani sama² turun u/ menenangkan.. Meskipun berorasi 10-20 meter dihadapan rakyat, &quot;kan takut luka² bang massa segitu Banyaknya&quot;.. Lah kemarin waktu ngemis suara diantara gerombolan masyarakat ngga takut, malah mereka ngga takut juga buat obral janji ditengah masyarakat pengen secercah harapan agar hidup lebih baik ..sekarang rakyat marah, malah kabur sembunyi dirumah, lari ke luar negeri tanpa banyak yg turun ke dapilnya buat nenangin rakyat..",0,kerusuhan ngga dibarengi turunnya instansi dianggap bermasalah rakyat legislatif yudikatif dpr kepolisian pejabat dpr pejabat kepolisian berani turun menenangkan berorasi meter dihadapan rakyat quot takut luka massa segitu banyaknya quot kemarin ngemis suara gerombolan masyarakat ngga takut ngga takut obral janji ditengah masyarakat pengen secercah harapan hidup rakyat marah kabur sembunyi dirumah lari negeri turun dapilnya nenangin rakyat,2,0.33348557
2025-08-31T13:31:31Z,@bedjomoekidjo9990,"Ada yg bilang lengserkan prabowo biar gibran ambil alih pemerintahan, he he<br>Ada yg bilang  bhwa sekelompok orang ingin darurat militer terjadi, siapa sih mereka?<br>Aku ingin prabowo segera siuman/sadar bhwa beliau masih sering blunder dan lupa prioritas.",0,bilang lengserkan prabowo biar gibran ambil alih pemerintahan bilang bhwa sekelompok orang darurat militer prabowo siuman sadar bhwa beliau blunder lupa prioritas,1,0.40521538
2025-08-31T13:31:24Z,@abkidzchanel,Saling bergenggam tangan. Kompak demi indonesia sehat dr korupsi,0,bergenggam tangan kompak indonesia sehat korupsi,5,0.27292824
2025-08-31T13:31:23Z,@kucingimutofficial,Izin download,0,izin download,3,0.29312068
2025-08-31T13:31:20Z,@WahyuPrihantoro,duel win rate 100%<br>Gank Solo vs Malaka <br>i bet on Malaka,0,duel win rate gank solo malaka bet malaka,5,0.39936748
2025-08-31T13:31:14Z,@dimasmaulana7877,Thank you paman. sudah berusaha mencerahkan otak&quot; masyarakat kita. biar mereka bisa lebih sadar lagi 🔥🔥,0,thank you paman berusaha mencerahkan otak quot masyarakat biar sadar,3,0.29027584
2025-08-31T13:31:04Z,@DwiPY,Satu yang saya perhatikan dari VT ini tidak ada logo Close The Door,0,perhatikan logo close the door,3,0.37406656
2025-08-31T13:30:57Z,@ReviewTutorial,Terima kasih sudah memberikan pencerahan kepada kami 🙏,0,terima kasih pencerahan,5,0.41688758
2025-08-31T13:30:37Z,@ahmadumar4467,Bg jadi intinya ini skenario pak prabowo atau pak jokowi?,0,intinya skenario prabowo jokowi,1,0.36850744
2025-08-31T13:30:36Z,@ucsurabaya9591,Brother irwandiferry<br>Tu orang yang lu spill itu Hukum 26.<br>Dalam &quot;The 48 laws of power&quot;,0,brother irwandiferry orang spill hukum quot the laws power quot,3,0.293042
2025-08-31T13:30:33Z,@Townhall0202,"Jangan mudah di adu domba,apalagi kang provokator yg sering ngajak bakar fasum jangan deh,ingat kita di jajah juga karena di adu domba",0,mudah adu domba kang provokator ngajak bakar fasum jajah adu domba,4,0.4756297
2025-08-31T13:30:25Z,@Anwar_Warpis,pak prabowo harus tegas uu perampasan aset koruptor wajib di sah kan klu msh mau di percaya masyarakat Indonesia,0,prabowo perampasan aset koruptor wajib sah msh percaya masyarakat indonesia,1,0.35742682
2025-08-31T13:30:20Z,@abinayaibrahim382,"Bang fer, yutubnya gak ada tulisan close the door lg knp bang?",0,fer yutubnya tulisan close the door knp,3,0.34842733
2025-08-31T13:30:18Z,@Aisar25,"Salut sama lu bang, salam dari sulawesi",0,salut salam sulawesi,4,0.274711
2025-08-31T13:30:14Z,@AnnisaFadilah-y2i,"Bang Lo harus sehat sehat ya pucet bngt,banyak istirahat yg cukup",0,sehat sehat pucet bngt istirahat,5,0.38800955
2025-08-31T13:30:10Z,@rintosuranto,Selama RUU perampasan aset belum di sahkan lanjutkan!!!!!,0,ruu perampasan aset sahkan lanjutkan,1,0.34213787
2025-08-31T13:30:09Z,@jidansahidan8255,KAMI BERHARAP BUNG FERRY BISA MEWAKILI KAMI DI DIALOG DENGAN PAK PRESIDEN 🫡🫡,0,berharap ferry mewakili dialog presiden,5,0.2854846
2025-08-31T13:30:06Z,@papaberuangfit,"98 terjadi sebab banyak hal, salah satunya adalah sangat sangat terbatasnya informasi yang tersebar saat itu. 2025, hal itu bukan lagi masalah, ditambah lagi di tahun 2025, milenial, sebuah generasi yang melewati 98, sedang ada di masa dewasanya, yang mana pemikiran mereka , pemahaman mereka, sangat krusial untuk menghadapi krisis semacam ini. Jadi untuk para kawan kawan milenial di luar sana, jangan berhenti berjuang untuk tanah air tercinta ini !",1,salah satunya terbatasnya informasi tersebar ditambah milenial generasi melewati dewasanya pemikiran pemahaman krusial menghadapi krisis kawan kawan milenial berhenti berjuang tanah air tercinta,2,0.33297107
2025-08-31T13:29:52Z,@mangrais7750,Terimakasih bang Ferry semangat selalu untuk bangsa... sehat² bang demi masyarakat ✊✊,0,terimakasih ferry semangat bangsa sehat masyarakat,5,0.40017405
2025-08-31T13:29:44Z,@rusakberat4623,katanya spotted beberapa orang dikenali bukan anggota parcok,1,spotted orang dikenali anggota parcok,4,0.25185385
2025-08-31T13:29:41Z,@Ulfa15des,Report akun2 yg ngajak penjarahan &amp; perbuatan anarkis.,0,report akun ngajak penjarahan amp perbuatan anarkis,4,0.3141669
2025-08-31T13:29:35Z,@psgindonesia6116,Buzzer² RAJA JAWA semenjak org²nya mulai ditangkap,0,buzzer raja jawa semenjak orang ditangkap,4,0.26784804
2025-08-31T13:29:31Z,@SrkSaja,Blum genap setahun udah hancur²an.. nyesal milih wowo😢,1,genap setahun hancur nyesal milih wowo,2,0.30918694
2025-08-31T13:29:28Z,@OctaviusRmdhn,kita bisa lebih pintar dari para bajingan itu.,0,pintar bajingan,3,0.29318178
2025-08-31T13:29:19Z,@arifahmasruroh,Informasi dari abang lah yg paling saya percaya,0,informasi abang percaya,4,0.25178424
2025-08-31T13:29:14Z,@solo.1st,"disini lu liat ga, video bung ferry ga kek biasanya, disini ada pesan rahasia,, dia mnta tolong kita semua sadar, ini semua kesalahan rakyat dari awal,, tapi tidak terlambat utk bertobat kawan2,, ingat kata2nya bung ferry, <a href=""http://www.youtube.com/results?search_query=%23sadar"">#sadar</a> pls sadar, ada invisible hand di balik chaos ini,, gw ga bisa kasih tau semua yg gw liat dan dengar dari video ini. <br><br>dan jujur gw udh prediksi ini dari awal hilangnya oposisi pemerintahan. dan sangat aneh, Tiba-tiba muncul lagi oposisinya,, gw prediksi prabowo di makzulkan, tapi ternyata lebih mengerikan dari itu,, gw pas tau faktanya merinding dan buru2 acc tawaran bos gw utk pindah kewarganegaraan 🙏 bukan berniat kabur, tapi saya do&#39;akan teman2 semua di dalam lindungan-Nya aamiin",3,lihat video ferry kek pesan rahasia mnta tolong sadar kesalahan rakyat terlambat bertobat kawan ferry pls sadar invisible hand chaos kasih tau lihat dengar video jujur prediksi hilangnya oposisi pemerintahan aneh muncul oposisinya prediksi prabowo makzulkan mengerikan pas tau faktanya merinding buru acc tawaran bos pindah kewarganegaraan berniat kabur teman lindungan aamiin,5,0.3230378
2025-08-31T13:32:34Z,@raphaelliebert,Doakan yang terbaik untuk kita bang,1,doakan terbaik,5,0.34845915
2025-08-31T13:29:14Z,@wahyuy2790,"kemaren  lihat chanel gurugembul dan bang feri menarasikan hal yg sama yg intinya kita jangan mudah terprovokasi dgn keadaan saat ini, diperlukan pemikiran yg jernih untuk bertindak dan memihak",48,kemaren lihat chanel gurugembul feri menarasikan intinya mudah terprovokasi pemikiran jernih bertindak,3,0.22219555
2025-08-31T13:29:12Z,@CintaPertama-h3l,Leo Chandra,0,leo chandra,1,0.34440294
2025-08-31T13:28:55Z,@mrbonges3208,"Anda juga harusnya juga bertanggung jawab, introspeksi diri, anda cuma berasumsi yang sebenarnya ga semua itu benar, jgn dikit&quot; beda pendapat di anggap buzzer...",0,bertanggung introspeksi berasumsi dikit quot beda pendapat anggap buzzer,1,0.2777488
2025-08-31T13:28:49Z,@kavkawasdie,2037 negara ini akan rata dengan tanah,0,negara tanah,2,0.271962
2025-08-31T13:28:47Z,@ocin-oniv,"Teori adu domba, dan pecah belah... Begitu yaa bang",0,teori adu domba pecah belah yaa,4,0.3351591
2025-08-31T13:28:43Z,@suspatrick,"Gw liat live jakarta saat ini, yang ada cuma barisan polisi yang nungguin massa yang enggak bakal dateng😂 kita cuma lagi susah ekonomi pak, bukan bodoh kayak generasi kalian🤣 kita ngerti teknologi, kita tau kalo kita kesana sama dengan mati konyol, makasih banyak bang ferry informasinya, kita bisa lepas dari jebakan darurat militer 🔥🔥🎉",179,lihat live jakarta barisan polisi nungguin massa dateng susah ekonomi bodoh generasi ngerti teknologi tau kesana mati konyol makasih ferry informasinya lepas jebakan darurat militer,2,0.26558733
2025-08-31T14:07:45Z,@tracexl1976,Beberapa polres polsek dibakar yang didalamnya banyak inventaris senjata hingga napi masa iya polisi diam saja?,13,polres polsek dibakar didalamnya inventaris senjata napi iya polisi diam,1,0.32207704
2025-08-31T14:46:19Z,@yudisatria7488,Terimakasih teenai<br>😂😂😂,0,terimakasih teenai,4,0.3024232
2025-08-31T15:58:29Z,@zoelkh,demo kali ini baru pemansan ayo semangat berjuang.  selanjutnya jarah koruptor dan dan gantung,0,demo kali pemansan ayo semangat berjuang jarah koruptor gantung,5,0.3123495
2025-08-31T17:34:11Z,@Niya253-gl3yr,Emg peluru karet bisa mematikan ya..😅,0,emg peluru karet mematikan,2,0.30649665
2025-08-31T18:02:02Z,@jlb5685,"​@tracexl1976jangankan polsek, markas brimob gegana di kramat juga ancur, dijarah, gaada brimob satupun disitu, gelap gulita, aneh memang, seperti ada pembiaran/tarik ulur",0,polsek markas brimob gegana kramat ancur dijarah gaada brimob satupun disitu gelap gulita aneh pembiaran tarik ulur,4,0.3508525
2025-08-31T13:28:36Z,@ikbalbajo7791,"Bang minta izin sy posting yaa di SOSMET saya, agar kita bisa mensiarkan ke masyarakat cerdas. Insya allah indonesia aman dan maju.",0,izin posting yaa sosmet mensiarkan masyarakat cerdas insya allah indonesia aman maju,5,0.41806298
2025-08-31T13:28:30Z,@InsanedisasteroftheworldIDW,BUNG YG OJOL DI KIRA INTEL YANG MATI DI UP JUGA JANGAN MENTANG2 YG DEMO YANG BUNUH LU DIEM DAN MENTANG AFAN MATI GGRA ANGGOTA POLISI LUU UP SEKUAT KUAT NYA SEBENARNYA LU GA SE OBJEKTIF ITU TOLOL,0,ojol intel mati mentang demo bunuh diem mentang afan mati ggra anggota polisi luu sekuat kuat objektif tolol,4,0.317519
2025-08-31T13:28:29Z,@jidansahidan8255,"BUNG FERRY BANGGA SEKALI ADA SOSOK KAYAK ANDA DI NEGERI INI, SUARA YANG BUNG FERRY SAMPAIKAN SANGAT MENYADARKAN MASYARAKAT. BUNG SEHAT SELALU, STAY SAFE BUNG DAN TERIMAKASIH MASYARAKAT YANG SUDAH SANGAT AMAT KOMPAK 🫡🫡",0,ferry bangga sosok negeri suara ferry menyadarkan masyarakat sehat stay safe terimakasih masyarakat kompak,4,0.34911853
2025-08-31T13:28:23Z,@Suryanto07-c8t,Sehat2 bang. Please jaga dirimuuuu,0,sehat please jaga dirimuuuu,5,0.4169421
2025-08-31T13:28:16Z,@mynameisilham_77,"Demo dan anarkis itu didikan organisasi kampus,  dulu saya ikut HMJ ada materi manejemen aksi dan disitu diajarin untuk demo dan gebuk gebukan sama senior. Jadi kalau ngeliat kerusakan dari demo yaah ini emang udah dipelajari.",2,demo anarkis didikan organisasi kampus hmj materi manejemen aksi disitu diajarin demo gebuk gebukan senior ngeliat kerusakan demo yaah emang dipelajari,4,0.43008974
2025-08-31T13:28:16Z,@MilesMorales-z7q,"Inget banget pas podcast tahan sabar &quot;make ferry rich&quot;😂 gw sih gapapa gaji DPR dan tunjangannya gede, KALAU DPRnya kek lu bang❤❤❤❤❤",1,inget pas podcast tahan sabar quot make ferry rich quot gapapa gaji dpr tunjangannya gede dprnya kek,4,0.29254526
2025-08-31T13:28:08Z,@SahabatKocheng,Bang ferry please di tempat aku besok ada demo depan gedung dprd. Gak tahu siapa inisiatornya. Denger2 di Jogja juga ada besok banget senin. Anak2 diliburin sekolah. Gak tahu juga gerakan dari mana. Please pencerahannya,0,ferry please besok demo gedung dprd inisiatornya denger jogja besok senin anak diliburin sekolah gerakan please pencerahannya,4,0.41806084
2025-08-31T13:28:07Z,@pepetsutresno4646,"Masa di kerahkan, demo di suarakan, taruh provokator, buat panggung seni pengrusakan penjarahan, Munculkan beberapa Korban, timbulkan kemarahan publik, perluas kerusuhan, perluas penjarahan, instansi keamanan dan pertahanan militer di kerahkan dan di perkuat, muncul anarkisme penjarahan dan korban baik sipil atau militer juga instansi keamanan dan penegak hukum yang makin menyeluruh, di berinya Pihak militer dan penegak hukum untuk menembak dan menangkap para profokator, makin banyak korban bergeletakan di pinggir2 jalan, kemarahan semakin memuncak, sipil mulai ikut rusuh, para bajingan mulai menjarah dan merusak, Di taruh etnis tertentu sebagai kambing hitam, kerusuhan semakin merata militer dan polisi semakin tegas dan terkesan semena mena. Sipil dan pihak2 tertentu mulai berperang  dari segala lini baik dari pemerintahan atau masyarakat,  Sekenario terburuk, krisi terjadi dimana mana ekonomi runtuh, dan munculah Boss terakhir plot twis 2 menarik mulai mencuat, kondisi semakin sulit untuk di perbaiki, dan bos terakhir beserta mini bos mulai muncul ke permukaan dan era baru entah itu menuju ke perubahan baik yang signifikan atau malah sebaliknya akan terjadi, dan BOOOM  . Semoga kisah ini hanya menjadi kisah fiktif :v",0,kerahkan demo suarakan taruh provokator panggung seni pengrusakan penjarahan munculkan korban timbulkan kemarahan publik perluas kerusuhan perluas penjarahan instansi keamanan pertahanan militer kerahkan perkuat muncul anarkisme penjarahan korban sipil militer instansi keamanan penegak hukum berinya militer penegak hukum menembak menangkap profokator korban bergeletakan pinggir jalan kemarahan memuncak sipil rusuh bajingan menjarah merusak taruh etnis kambing hitam kerusuhan merata militer polisi terkesan semena mena sipil berperang lini pemerintahan masyarakat sekenario terburuk krisi dimana ekonomi runtuh munculah boss plot twis menarik mencuat kondisi sulit perbaiki bos beserta mini bos muncul permukaan era perubahan signifikan booom semoga kisah kisah fiktif,2,0.38540295
2025-08-31T13:28:05Z,@wahyumugih7812,"Dalangnya ketua partai coklat, ytta",0,dalangnya ketua partai coklat ytta,2,0.3843502
2025-08-31T13:28:03Z,@arindaayupratiwi5923,"Semoga abangnya panjang umur, kami generasi muda butuh pembimbing",0,semoga abangnya umur generasi muda butuh pembimbing,3,0.23009573
2025-08-31T13:27:59Z,@Afer12,EL Profesor nya Indo 🫡,0,profesor indo,4,0.27429038
2025-08-31T13:27:55Z,@Bukan_Dari_bumi,Emang nte rada beda sama yang lain. Wah semangat terus sob,0,emang nte rada beda semangat sob,5,0.2495522
2025-08-31T13:27:48Z,@lilisa-ok3ww,Kapolri nya ganti lu aja bang,0,kapolri ganti,2,0.2719404
2025-08-31T13:27:42Z,@sunyagis,"terus lah berjuang untuk kami bang, terimakasih atas perjuangan mu untuk sll membela hak² kami sebagai rakyat Indonesia 🙏 saya mohon stay save bang🙏",0,berjuang terimakasih perjuangan sll membela hak rakyat indonesia mohon stay save,4,0.35117647
2025-08-31T13:27:33Z,@KangCerita-fx6yy,"kadang berkhayal DPR dari sipil bukan dari parpol,,yang kayaknya kerjanya akan fokus untuk rakyat bukan untuk visi misi parpol, karna seperti yang kita tahu supaya parpol bisa bertahan itu butuh biaya yang sangat besar, dan darimana sumber uang mereka?....<br>saya percaya masalah negeri ini adalah berawal dari mental KORUP, termasuk semua penyebab yang terjadi saat ini. untuk bisa KORUP yang &quot;aman&quot; maka jalannya harus dilicinkan, wilayah kekuasaan harus diperluas, dan jadilah keserakahan kekuasaan. keserakahan inilah yang menyebabkan peng&#39;halal&#39;an segala cara. termasuk skema kotor. <br>Terima kasih ferry Irwandi, kita berharap &quot;bunshin&quot; mas Ferry tersebar dimana2, banyak bunshin tanMalaka tumbuh di kepala kita.",0,kadang berkhayal dpr sipil partai kayaknya kerjanya fokus rakyat visi misi partai partai bertahan butuh biaya darimana sumber uang percaya negeri mental korup penyebab korup quot aman quot jalannya dilicinkan wilayah kekuasaan diperluas keserakahan kekuasaan keserakahan menyebabkan peng halal skema kotor terima kasih ferry irwandi berharap quot bunshin quot ferry tersebar dimana bunshin tanmalaka tumbuh kepala,2,0.42109305
2025-08-31T13:27:30Z,@Drafly_shorts,Bekasi coooo nooooooooo,0,bekasi coooo nooooooooo,1,0.27759123
2025-08-31T13:27:10Z,@star-lord5914,Pertanyaannya: Kenapa ingin ada Darurat Militer?,0,pertanyaannya darurat militer,2,0.41655168
2025-08-31T13:26:37Z,@djo-in7rs,Lindungilah ya Rabb infonesiaku dr segala bala keburukan kejelekan dan sdr2ku dimanapun... Jaga keamanan kedamaian sdr2ku...,0,lindungilah rabb infonesiaku bala keburukan kejelekan sdr dimanapun jaga keamanan kedamaian sdr,5,0.42856786
2025-08-31T13:26:28Z,@Double-d0224,"Bang ferry, sekurang2nya 12 tuntutan mba salsa erwina (diaspora)  terkait DPR itu mewakili tuntuan rakyat harusnya direspon oleh presiden dan ketua2 partai dan elit politik 😢",0,ferry sekurang tuntutan mba salsa erwina diaspora terkait dpr mewakili tuntuan rakyat direspon presiden ketua partai elit politik,2,0.4567802
2025-08-31T13:26:24Z,@kepang_1289,"Bang semoga lu kuat iman,,<br>Sehat2 lu bang😇",0,semoga kuat iman sehat,5,0.38345227
2025-08-31T13:26:22Z,@chyntiadhea913,&quot;Senjata kita adalah otak yg mereka tak punya&quot; kelaszz bang ferii,0,quot senjata otak quot kelaszz ferii,1,0.44573718
2025-08-31T13:26:21Z,@GovernmentOfninja,"Sehat sehat bang,, semoga dikasi ruang untuk ketemu pak presiden dalam mewakili aspirasi masyarakat.",0,sehat sehat semoga dikasi ruang ketemu presiden mewakili aspirasi masyarakat,5,0.3333461
2025-08-31T13:26:18Z,@masmasreguler,"Panjang umur bang Ferry!, panjang umur perjuangan! Panjang umur keadilan! Stay safe semua, saling jaga ❤",0,umur ferry umur perjuangan umur keadilan stay safe jaga,4,0.39051166
2025-08-31T13:26:17Z,@meyanie-n3b,TERIMAKASIH ❤ telah terwakili,0,terimakasih terwakili,4,0.3024232
2025-08-31T13:26:12Z,@ssdgngapakraya,bang tolong anda jadi wakil kami untuk menyampaikan aspirasi tuntutan yang katanya pak prabowo mau memanggil tokoh dari masyarakat 🔥🔥🔥,0,tolong wakil aspirasi tuntutan prabowo memanggil tokoh masyarakat,2,0.31207764
2025-08-31T13:26:06Z,@JamMalLam,Udh gua duga rmh sekelas mentri jebol cuma krna puluhan org wkwkwk banke emng manglis2 berplerman itu 🤣,1,duga rumah sekelas menteri jebol krna puluhan orang wkwkwk banke emng manglis berplerman,1,0.3198921
2025-08-31T13:25:56Z,@saskianurel8294,jadi sopir PO Sinar Jaya aja batas umurnya diatas 40 tahun dan melalui test emosional masa negara mempekerjakan aparat hukum kalah sama PO SINAR JAYA 😂,0,sopir sinar jaya batas umurnya diatas test emosional negara mempekerjakan aparat hukum kalah sinar jaya,1,0.3768456
2025-08-31T13:25:56Z,@adityahildan.j,"kenapa presiden menaikan tunjangan?coba bung Ferry Irwandi jawab pertanyaan saya,supaya kami tahu tujuannya😅😊.<br><br>Terima kasih🙏",1,presiden menaikan tunjangan coba ferry irwandi tujuannya terima kasih,5,0.33335286
2025-08-31T13:29:49Z,@Wollez11,Tu tunjangan yg meresmikan pmrnth seblmnya...dliat berta ny ada.w jga trun lpangan.cuma klo sdah bkar2 fasilitas .ane jga yg susah kl krja 😂😂,1,tunjangan meresmikan pmrnth seblmnya dliat berta trun lpangan bkar fasilitas susah krja,4,0.41919467
2025-08-31T13:25:55Z,@dasyatsejahtera3899,bnyk beredar hoax terutama mengenai uya kuya dan eko patrio anehnya orng2 begitu percaya,1,bnyk beredar hoax uya kuya eko patrio anehnya orng percaya,1,0.41177848
2025-08-31T13:44:50Z,@ridhoramadhanismet4703,Gaungkan MADILOG,0,gaungkan madilog,5,0.29940018
2025-08-31T13:25:44Z,@m.rafsanjanihizqilmaliktua849,"Setelah nonton video ini, saya simpulkan bahwa ada &quot;oknum&quot; yang ingin membuat seperti kejadian percobaan kudeta korsel pada 3 Desember 2024. Dengan menggiring rasa kesal rakyat yang sudah memuncak di selimuti bumbu gimmik menyuarakan rakyat. <br>Apakah betul seperti itu ya? Mungkin bisa diskusi di comment ?",0,nonton video simpulkan quot oknum quot kejadian percobaan kudeta korsel desember menggiring kesal rakyat memuncak selimuti bumbu gimmik menyuarakan rakyat diskusi comment,2,0.2932725
2025-08-31T13:25:43Z,@deepsnow2561,"Tolong bersabar kawan kawan, aksi biasakan cukup sampai jam 6 sore saja agar kondusif. Jangan lagi kita biarkan ada nyawa yg direnggut, agar kita semua bisa melihat ending kisahnya nanti",0,tolong bersabar kawan kawan aksi biasakan jam sore kondusif biarkan nyawa direnggut ending kisahnya,5,0.4006075
2025-08-31T13:25:40Z,@Malikchannel09,Apakah beliau titisan Datuk Ibrahim Tan Malaka di era modern.,0,beliau titisan datuk ibrahim tan malaka era modern,5,0.35746038
